customer_id,name,city,pincode,household_size,profession,is_rural
C01290,Yagnesh Ratti,Rajahmundry,560001,2,salaried,True
C01291,Urvashi Kapur,Morbi,700001,7,homemaker,True
C01292,Advik De,Dewas,500002,5,homemaker,False
C01293,Rachana Borra,Gwalior,700001,6,salaried,True
C01294,Banjeet Chaudry,Dharmavaram,226001,3,student,True
C01295,Ayaan Jayaraman,Ambarnath,700001,6,business,True
C01296,Caleb Dutt,Pudukkottai,226001,1,homemaker,True
C01297,Jackson Kota,Guwahati,226001,2,salaried,True
C01298,Unnati Mall,Pondicherry,110002,7,business,False
C01299,Ekapad Dugal,Ahmednagar,500001,1,salaried,False
C01300,Deepa Deshmukh,Shimla,110002,7,salaried,False
C01301,Dev Deo,Junagadh,226001,1,homemaker,True
C01302,Owen Kannan,Akola,600002,1,business,False
C01303,Mason Mukhopadhyay,Kadapa,110001,4,salaried,False
C01304,Indira Ravi,Pimpri-Chinchwad,226001,4,salaried,True
C01305,Alexander Kashyap,Kharagpur,110002,5,student,False
C01306,Teerth Verma,Tirunelveli,600002,2,business,False
C01307,Ubika Maharaj,Suryapet,110002,3,salaried,False
C01308,Jonathan Bhat,Guna,700001,3,homemaker,True
C01309,Mitali Mistry,Dehradun,500003,3,salaried,False
C01310,Lohit Memon,Rajahmundry,560001,1,salaried,True
C01311,Thomas Ahluwalia,Lucknow,500002,4,homemaker,False
C01312,Krisha Chahal,Mehsana,110002,2,salaried,False
C01313,Odika Toor,Lucknow,500002,1,salaried,False
C01314,Chaitaly Grover,Bhavnagar,600001,7,business,False
C01315,Madhavi Nayar,Bidar,110002,4,student,False
C01316,Hiral Sampath,Rampur,500003,4,salaried,False
C01317,Umang Reddy,Tirupati,500002,6,homemaker,False
C01318,Bishakha Hans,Satna,226001,6,student,True
C01319,Simon Bhardwaj,Muzaffarpur,110002,2,salaried,False
C01320,Tamanna Khanna,Shimla,500001,7,student,False
C01321,Meera Kari,Kollam,560001,2,salaried,True
C01322,Yamini Goda,Mau,500003,2,salaried,False
C01323,Ekaraj Sanghvi,Siwan,500002,1,student,False
C01324,Warhi Morar,Srikakulam,500003,5,homemaker,False
C01325,Kamya Dutta,Muzaffarnagar,600002,2,salaried,False
C01326,Naksh Agrawal,Panvel,560001,6,salaried,True
C01327,Tara Rao,Aizawl,226001,5,business,True
C01328,Samar Goda,Rajahmundry,110002,1,salaried,False
C01329,Pranit Gara,Bareilly,110002,5,salaried,False
C01330,Yoshita Rai,Mumbai,110002,3,salaried,False
C01331,Dayita Oza,Madurai,560001,7,business,True
C01332,Arin Kakar,Jehanabad,500001,5,salaried,False
C01333,Warjas Ratti,Patiala,600001,2,salaried,False
C01334,Bhavani Palan,Khandwa,110001,1,student,False
C01335,Kamya Batra,Davanagere,700001,7,student,True
C01336,Ansh Dixit,Alwar,500002,2,business,False
C01337,Raghav Kota,Sambhal,500001,7,salaried,False
C01338,Fitan Bobal,Nagaon,226001,6,business,True
C01339,Leela Hora,Saharanpur,500002,3,salaried,False
C01340,Indrajit Mand,Bhilwara,110002,6,salaried,False
C01341,Lakshit Merchant,Avadi,500003,2,student,False
C01342,Jeet Jhaveri,Naihati,226001,2,salaried,True
C01343,Keya Tank,Rourkela,500002,2,salaried,False
C01344,Ayaan Borra,Satara,110002,4,salaried,False
C01345,Balvan Srinivasan,Aurangabad,500002,3,salaried,False
C01346,Kala Chaudry,Thanjavur,500003,7,salaried,False
C01347,Vedant Dora,Pimpri-Chinchwad,110002,2,homemaker,False
C01348,Hema Narain,Thanjavur,600001,2,salaried,False
C01349,Vasudha Chatterjee,Srikakulam,500001,7,salaried,False
C01350,Qushi Tiwari,Tenali,600002,6,salaried,False
C01351,Yash Garde,Thoothukudi,700001,6,homemaker,True
C01352,Baghyawati Kalita,Bhavnagar,560001,2,business,True
C01353,Harita Deshpande,Nellore,700001,1,salaried,True
C01354,Udant Shroff,Panihati,226001,4,homemaker,True
C01355,Qarin Chada,Burhanpur,700001,6,salaried,True
C01356,Yasti Saini,Nadiad,110002,1,salaried,False
C01357,Ria Balan,Tiruppur,600001,4,salaried,False
C01358,Jagat Bir,Tiruppur,600002,2,salaried,False
C01359,Caleb Mangat,Rajpur Sonarpur,500001,3,salaried,False
C01360,Unni Tank,Bangalore,500001,5,business,False
C01361,Xalak Pall,Maheshtala,500003,5,salaried,False
C01362,Baghyawati Gola,Dehri,560001,2,business,True
C01363,Hredhaan Parikh,Amaravati,500002,6,salaried,False
C01364,Tanvi Yogi,Visakhapatnam,600001,1,salaried,False
C01365,Neha Sibal,Pimpri-Chinchwad,500002,3,salaried,False
C01366,Girik Thaman,Uluberia,600002,7,homemaker,False
C01367,Jason Taneja,Jamalpur,700001,4,salaried,True
C01368,Zilmil Deol,Khammam,500001,2,business,False
C01369,Kai Garg,Akola,600002,3,salaried,False
C01370,Patrick Contractor,Vijayanagaram,700001,3,salaried,True
C01371,Osha Tiwari,Kolkata,500001,6,salaried,False
C01372,Chameli Bir,Tirupati,700001,4,salaried,True
C01373,Unni Dua,Tiruchirappalli,560001,3,salaried,True
C01374,Mugdha Ramanathan,Kalyan-Dombivli,600001,6,salaried,False
C01375,Indira Narula,Shimla,226001,1,student,True
C01376,Yashica Shenoy,Dibrugarh,600002,6,salaried,False
C01377,Zehaan Iyer,Bhiwandi,600002,1,business,False
C01378,Ubika Varma,Mirzapur,110001,1,salaried,False
C01379,Anamika Kibe,Jalna,110002,7,business,False
C01380,Ekanta Rege,Hyderabad,560001,7,business,True
C01381,Tanvi Muni,Srinagar,560001,3,salaried,True
C01382,Farhan Contractor,Uluberia,500002,6,salaried,False
C01383,Gopal Dugar,Nellore,700001,7,student,True
C01384,Theodore Dass,Chandigarh,110002,1,homemaker,False
C01385,Vinaya Karpe,Tiruppur,600001,7,salaried,False
C01386,Arin Bal,Jaunpur,600001,4,salaried,False
C01387,Viraj Sethi,Nagercoil,560001,3,homemaker,True
C01388,Anamika Kadakia,Tezpur,600001,6,salaried,False
C01389,Bimala Mammen,Jodhpur,110001,6,business,False
C01390,Hitesh Warrior,Satara,600002,5,salaried,False
C01391,Upma Narang,Udaipur,500003,6,salaried,False
C01392,Lucky Krishnamurthy,Nellore,226001,3,business,True
C01393,Lohit Pradhan,Thrissur,500002,4,business,False
C01394,Pushti Murty,Tezpur,700001,6,salaried,True
C01395,Gauri Varghese,Moradabad,226001,5,business,True
C01396,Eesha Pau,Rohtak,700001,3,student,True
C01397,Rohan Wali,Silchar,500001,1,business,False
C01398,Ojas Zachariah,Raiganj,226001,2,salaried,True
C01399,Aarav Pai,Kota,500003,2,business,False
C01400,Yashodhara Prabhakar,Bally,560001,1,student,True
C01401,Janya Saran,Amaravati,110001,7,student,False
C01402,Oni Khare,Munger,600002,6,business,False
C01403,Bhavani Ramesh,Parbhani,600002,2,salaried,False
C01404,Darpan Raj,Srikakulam,110001,7,student,False
C01405,Abdul Chokshi,Sambalpur,110002,2,business,False
C01406,Avi Mandal,Sikar,500001,1,salaried,False
C01407,Nathan Sastry,Darbhanga,700001,6,salaried,True
C01408,Dalaja Palla,Giridih,500003,6,salaried,False
C01409,Qadim Kakar,Bhiwandi,600001,7,business,False
C01410,Darsh Butala,Thanjavur,226001,1,salaried,True
C01411,Advaith Mitra,Kozhikode,500001,7,business,False
C01412,Neel More,Dindigul,226001,6,homemaker,True
C01413,Gaurangi Kalla,Bareilly,500003,6,student,False
C01414,Jeevika Karpe,Baranagar,500002,3,homemaker,False
C01415,Hema Mody,Thanjavur,500002,7,homemaker,False
C01416,Sathvik Dani,Aligarh,500001,3,salaried,False
C01417,Om Edwin,Saharsa,560001,1,business,True
C01418,Kritika Rau,Nizamabad,500003,4,salaried,False
C01419,Ayaan Pingle,Bikaner,500003,2,homemaker,False
C01420,Ekansh Badami,Thiruvananthapuram,110001,3,salaried,False
C01421,Damini Zachariah,Salem,560001,2,homemaker,True
C01422,Chavvi Pall,Sangli-Miraj & Kupwad,700001,5,business,True
C01423,Kala Chaudhry,Faridabad,700001,1,student,True
C01424,Maanav Khare,Motihari,600001,4,salaried,False
C01425,Bina Sachdeva,North Dumdum,600002,5,salaried,False
C01426,Meghana Pal,Danapur,500002,5,student,False
C01427,Xavier Menon,Vadodara,700001,6,salaried,True
C01428,Bimala Chana,Danapur,560001,5,student,True
C01429,Anika Luthra,Panvel,500003,1,salaried,False
C01430,Rajata Mahajan,Pallavaram,700001,3,business,True
C01431,Tanmayi Kashyap,Durgapur,500003,1,salaried,False
C01432,Aashi Raval,Silchar,700001,3,business,True
C01433,Anika Keer,Jaunpur,500002,5,business,False
C01434,Meghana Sharma,Alappuzha,226001,5,salaried,True
C01435,Orinder Lalla,Ludhiana,700001,4,salaried,True
C01436,Aryan Cherian,Purnia,560001,3,salaried,True
C01437,Oviya Tank,Burhanpur,700001,5,business,True
C01438,Azad Golla,Jodhpur,600002,6,business,False
C01439,Avi Tank,Hazaribagh,500002,2,student,False
C01440,Pavani Radhakrishnan,Sikar,560001,4,business,True
C01441,Azad Naik,Ajmer,110001,1,salaried,False
C01442,Yoshita Rajagopal,Agartala,560001,4,salaried,True
C01443,Anya Bhatia,Dehri,600002,2,salaried,False
C01444,Gaurangi Agate,Meerut,226001,3,salaried,True
C01445,Vasudha Nair,Tiruppur,500002,1,homemaker,False
C01446,Charles Gill,Bhatpara,110001,1,homemaker,False
C01447,Yashica Chhabra,Ranchi,600002,3,salaried,False
C01448,Hardik Ravel,Jalandhar,600002,7,business,False
C01449,Anamika Chatterjee,North Dumdum,500001,7,student,False
C01450,Raagini Date,Munger,500002,4,salaried,False
C01451,Gautami Mukhopadhyay,Tenali,560001,5,salaried,True
C01452,Yahvi Sem,Nagaon,500003,7,salaried,False
C01453,Reyansh Bir,Hapur,226001,4,business,True
C01454,Riya Babu,Panchkula,500003,7,homemaker,False
C01455,Yoshita Sunder,Machilipatnam,560001,2,business,True
C01456,Advaith Kalita,Bhilwara,560001,6,salaried,True
C01457,Lavanya Garde,Machilipatnam,500002,5,salaried,False
C01458,Faraj Sahota,Tiruchirappalli,560001,4,student,True
C01459,Yashasvi Narang,Etawah,500001,6,student,False
C01460,Hritik Reddy,Gorakhpur,110001,6,business,False
C01461,Teerth Mall,Giridih,560001,7,business,True
C01462,Lekha Keer,Satara,500003,3,salaried,False
C01463,Chanchal Zachariah,Pali,560001,2,student,True
C01464,Luke Krishna,Bellary,500001,2,student,False
C01465,Pranit Keer,Jaunpur,700001,2,salaried,True
C01466,Benjamin Nazareth,Satara,700001,5,student,True
C01467,Sanaya Deol,Narasaraopet,600002,1,salaried,False
C01468,Aashi Raman,Sonipat,226001,5,salaried,True
C01469,Ekantika Goyal,Etawah,600001,4,salaried,False
C01470,Tristan Hora,Nadiad,110001,6,salaried,False
C01471,Benjamin Banik,Loni,110002,6,salaried,False
C01472,Yoshita Tiwari,Surat,600002,1,salaried,False
C01473,Max Mukhopadhyay,Anand,226001,4,business,True
C01474,Christopher Swaminathan,Kadapa,700001,1,business,True
C01475,Pallavi Garg,Ozhukarai,500003,6,salaried,False
C01476,Zaitra Vig,Bidhannagar,110002,7,salaried,False
C01477,Sanaya Bhandari,Satna,226001,5,business,True
C01478,Manthan Din,Amaravati,226001,2,salaried,True
C01479,Shivansh Desai,Latur,600002,6,salaried,False
C01480,Indira Sankar,Gangtok,110002,3,homemaker,False
C01481,Saumya Raj,Kumbakonam,500002,2,student,False
C01482,Indira Jha,Durg,600001,6,homemaker,False
C01483,Finn Deol,Coimbatore,500002,5,business,False
C01484,Kevin Mani,Bhopal,110002,1,salaried,False
C01485,Ikbal Sarraf,Patiala,500002,7,business,False
C01486,Wazir Issac,Ambala,500001,7,salaried,False
C01487,Balvan Kala,Thanjavur,700001,2,salaried,True
C01488,Vasudha Dube,Deoghar,500001,5,salaried,False
C01489,Ishita Biswas,Alappuzha,560001,7,student,True
C01490,Mohammed Wadhwa,Kota,500002,7,salaried,False
C01491,Januja Batta,Secunderabad,560001,4,homemaker,True
C01492,Zayan Manne,North Dumdum,500003,3,homemaker,False
C01493,Jackson Desai,Ranchi,110001,2,business,False
C01494,Waida Garde,Rajahmundry,500003,1,student,False
C01495,Robert Mukherjee,Aurangabad,110002,7,business,False
C01496,Sneha Khosla,Muzaffarnagar,226001,4,student,True
C01497,Jatin Aurora,Jehanabad,700001,5,salaried,True
C01498,Manya Parekh,Darbhanga,500002,7,student,False
C01499,Wyatt Lanka,Noida,600002,3,business,False
C01500,Waida Sastry,Jhansi,110001,1,homemaker,False
C01501,Meera Gole,Gurgaon,600001,5,business,False
C01502,Tristan Mittal,Vijayawada,600001,5,business,False
C01503,Falguni Chatterjee,Kadapa,600001,2,student,False
C01504,Pushti Deshpande,Akola,500002,7,student,False
C01505,Ayushman Sachar,Vasai-Virar,600001,2,business,False
C01506,Samaksh Dhillon,Bardhaman,500001,1,salaried,False
C01507,Hemani Raval,Sri Ganganagar,110001,7,business,False
C01508,Xalak Barman,Khandwa,500001,6,homemaker,False
C01509,Krishna Behl,Surendranagar Dudhrej,226001,7,student,True
C01510,Lipika Brahmbhatt,Pali,110001,6,student,False
C01511,Vedika Mutti,Gulbarga,500001,5,salaried,False
C01512,Mohini Jaggi,Motihari,110001,2,business,False
C01513,Laksh Pal,Tenali,226001,3,business,True
C01514,Urmi Purohit,Katni,560001,7,student,True
C01515,Jairaj Choudhry,Latur,500002,3,salaried,False
C01516,Yadavi Raghavan,Gopalpur,500002,7,homemaker,False
C01517,Raagini Kakar,Sambhal,600001,5,business,False
C01518,Rishi Viswanathan,Bhiwandi,500003,2,salaried,False
C01519,Diya Dhar,Ambattur,600001,1,salaried,False
C01520,Hardik Sura,Latur,110002,1,salaried,False
C01521,Yashasvi Menon,Firozabad,500001,1,business,False
C01522,Wyatt Verma,Mirzapur,110001,7,salaried,False
C01523,Adweta Dhawan,Nellore,500003,7,salaried,False
C01524,Nachiket Mittal,New Delhi,226001,3,student,True
C01525,Lohit Jha,Korba,110002,2,salaried,False
C01526,Samar Bhatia,Tiruchirappalli,226001,7,salaried,True
C01527,Balendra Sharaf,Anantapuram,500002,2,business,False
C01528,Tanish Bora,Surat,500002,3,business,False
C01529,Yatan Chander,Ichalkaranji,600001,7,student,False
C01530,Wakeeta Lalla,Muzaffarnagar,500001,1,salaried,False
C01531,Aadhya Goyal,Ambarnath,500003,1,student,False
C01532,Sathvik Hegde,Gangtok,700001,5,business,True
C01533,Maanas Sama,Indore,110002,6,salaried,False
C01534,Nitesh Nadig,Shimla,110002,4,salaried,False
C01535,Vrinda Tailor,Haridwar,600001,6,salaried,False
C01536,Turvi Basak,Panihati,500002,7,salaried,False
C01537,Thomas Bhakta,Motihari,600001,2,student,False
C01538,Jhalak Vasa,Narasaraopet,110001,7,business,False
C01539,Anjali Saxena,Davanagere,500003,2,salaried,False
C01540,Advaith Rai,Sultan Pur Majra,500001,2,salaried,False
C01541,Mitali Prabhakar,Arrah,560001,6,salaried,True
C01542,Bhavani Konda,Tenali,600002,4,business,False
C01543,Yug Chandra,Chinsurah,600002,5,salaried,False
C01544,Libni Bhakta,Mysore,600001,6,business,False
C01545,Praneel Khosla,Cuttack,110001,4,salaried,False
C01546,Riya Suri,Pimpri-Chinchwad,500003,1,business,False
C01547,Yachana Bir,Raipur,700001,1,homemaker,True
C01548,Adweta Gaba,Bongaigaon,600002,2,salaried,False
C01549,Manthan Mital,Panipat,500003,3,business,False
C01550,Madhav Suresh,New Delhi,500001,7,homemaker,False
C01551,Dipta Keer,Bardhaman,226001,7,salaried,True
C01552,Thomas Choudhry,Siwan,110001,2,business,False
C01553,Vaishnavi Narain,Guntur,500002,3,salaried,False
C01554,Diya Sarkar,Barasat,500003,4,business,False
C01555,Wridesh Misra,Thrissur,500001,1,salaried,False
C01556,Raagini Modi,Belgaum,700001,7,homemaker,True
C01557,Janaki Sibal,Burhanpur,560001,6,student,True
C01558,Ojasvi Chada,Kulti,500002,3,student,False
C01559,Ishaan Guha,Indore,560001,4,student,True
C01560,Adya Mahal,Gulbarga,700001,1,business,True
C01561,Chakradev Chana,Kurnool,500001,6,salaried,False
C01562,Balendra Bahri,Sonipat,600002,3,homemaker,False
C01563,Januja Parikh,Tiruppur,560001,2,homemaker,True
C01564,Yadavi Desai,Rajahmundry,500002,2,business,False
C01565,Indira Bajwa,Amravati,600001,2,homemaker,False
C01566,Sathvik Padmanabhan,Sirsa,110002,7,business,False
C01567,Vyanjana Ramanathan,Satara,500003,4,business,False
C01568,Tanish Chacko,Erode,600002,2,business,False
C01569,Naveen Sane,Tiruchirappalli,560001,7,salaried,True
C01570,Nidra Prakash,Davanagere,226001,5,salaried,True
C01571,Chaitaly Krishna,Eluru,500003,7,salaried,False
C01572,Yashoda Som,Aurangabad,600001,1,business,False
C01573,Yahvi Sura,Moradabad,700001,7,salaried,True
C01574,Ekiya Ramaswamy,Jorhat,110002,4,salaried,False
C01575,Ishani Kohli,Saharanpur,500001,6,homemaker,False
C01576,Jatin Nagi,Panchkula,600001,7,salaried,False
C01577,Chakrika Din,Deoghar,600001,2,business,False
C01578,Lavanya Narayanan,Thane,700001,1,salaried,True
C01579,Triveni Mahajan,Bhilwara,110001,3,salaried,False
C01580,Siddharth Kohli,Rajpur Sonarpur,700001,2,student,True
C01581,Madhavi Sibal,Jorhat,110001,1,business,False
C01582,Anay Sami,Siwan,110001,5,student,False
C01583,Zayyan Pingle,Vellore,600002,3,salaried,False
C01584,Anusha Palla,Aizawl,600002,5,business,False
C01585,Kai Vasa,Bongaigaon,500002,6,salaried,False
C01586,Girik Trivedi,Bhagalpur,560001,1,salaried,True
C01587,Chandani Dhingra,Begusarai,560001,5,salaried,True
C01588,Inaya Bhalla,Hajipur,500001,6,salaried,False
C01589,Chaman Soni,Ongole,560001,1,salaried,True
C01590,Kamya Thakkar,Erode,600002,1,salaried,False
C01591,Logan Bumb,Nangloi Jat,500002,5,homemaker,False
C01592,Rehaan Wadhwa,Kalyan-Dombivli,500002,1,salaried,False
C01593,Gaurav Khanna,Bhagalpur,110001,2,salaried,False
C01594,Chameli Chaudhari,Kozhikode,700001,1,salaried,True
C01595,Ikbal Khosla,Ambattur,500001,4,business,False
C01596,Chavvi Patla,Saharsa,110001,6,salaried,False
C01597,Yashoda Mittal,Barasat,700001,1,homemaker,True
C01598,Vincent Jayaraman,Chennai,560001,4,homemaker,True
C01599,Lakshmi Solanki,Serampore,110001,1,salaried,False
C01600,Dipta Sundaram,Jamshedpur,500003,1,business,False
C01601,Geetika Sahni,Shimoga,560001,5,salaried,True
C01602,Parth Chada,Aizawl,700001,2,business,True
C01603,Patrick Reddy,Aizawl,500001,6,salaried,False
C01604,Owen Loke,Burhanpur,700001,2,salaried,True
C01605,Christopher Talwar,Mysore,110001,3,salaried,False
C01606,Rushil Ahluwalia,Chapra,110001,5,business,False
C01607,Vivaan Balasubramanian,Agra,600001,5,salaried,False
C01608,Faraj Rajan,Sri Ganganagar,500001,2,salaried,False
C01609,Benjamin Edwin,Ichalkaranji,226001,7,business,True
C01610,Patrick Palla,Karimnagar,560001,5,business,True
C01611,Unnati Nair,Rajahmundry,500002,2,homemaker,False
C01612,Pooja Yohannan,Mysore,500001,5,salaried,False
C01613,Om Ghose,Ratlam,500002,1,student,False
C01614,Krish Krishna,Saharsa,500001,2,business,False
C01615,Tristan Palla,Anantapur,500001,2,salaried,False
C01616,Bachittar Kala,Hajipur,700001,4,business,True
C01617,Faras Khosla,Kirari Suleman Nagar,500001,5,salaried,False
C01618,Idika Om,Varanasi,600001,5,homemaker,False
C01619,Omkaar Tak,Eluru,226001,2,salaried,True
C01620,Zayyan Sanghvi,Amaravati,110001,1,business,False
C01621,Yutika Samra,Jehanabad,110002,1,salaried,False
C01622,Michael Rastogi,Aizawl,500002,6,homemaker,False
C01623,Matthew Chhabra,Jorhat,110001,1,salaried,False
C01624,Mugdha Khare,Pimpri-Chinchwad,110002,5,homemaker,False
C01625,Ikbal Deep,Kolkata,226001,7,homemaker,True
C01626,Ishwar Nayak,Arrah,226001,4,salaried,True
C01627,Urvi Chaudhuri,Bokaro,500002,2,student,False
C01628,Zehaan Bumb,Nagaon,500002,3,homemaker,False
C01629,Amol Madan,Ghaziabad,226001,4,salaried,True
C01630,Kalpit Gera,Meerut,110002,7,salaried,False
C01631,Frado Taneja,Thiruvananthapuram,500001,3,business,False
C01632,Logan Kale,Ajmer,560001,4,salaried,True
C01633,Ishani Palla,Moradabad,500003,1,salaried,False
C01634,Chandresh Bhandari,Bidar,110001,5,salaried,False
C01635,Vincent Guha,Belgaum,700001,7,salaried,True
C01636,Bhavya Sani,Dibrugarh,110001,3,salaried,False
C01637,Zaid Pant,Loni,700001,7,salaried,True
C01638,Dominic Rama,Junagadh,110002,4,homemaker,False
C01639,Chakradhar Koshy,Rampur,700001,5,student,True
C01640,Oviya Sant,Gandhidham,500002,7,salaried,False
C01641,Arin Kata,Farrukhabad,560001,3,business,True
C01642,Ojas Ben,Loni,560001,2,business,True
C01643,Osha Chahal,Allahabad,500002,4,homemaker,False
C01644,Sudiksha Bhargava,Hosur,600001,2,salaried,False
C01645,Ojas Sarma,Hospet,110002,1,salaried,False
C01646,Zilmil Swamy,Hindupur,600001,2,homemaker,False
C01647,Pranav Pal,Rajahmundry,600001,2,homemaker,False
C01648,Gopal Das,Raipur,110001,6,student,False
C01649,Odika Deep,Chinsurah,226001,4,student,True
C01650,Veer Dutta,Kolkata,110001,1,salaried,False
C01651,Chaaya Ahuja,Ludhiana,226001,2,business,True
C01652,Vaishnavi Ghose,Jalna,500003,5,salaried,False
C01653,Yahvi Kadakia,Jodhpur,700001,3,salaried,True
C01654,Nathan Ahluwalia,Chinsurah,226001,2,student,True
C01655,Samuel Kothari,Surat,500002,1,salaried,False
C01656,Gunbir Bhatti,Chinsurah,110001,2,business,False
C01657,Bhavya Shroff,Amroha,110002,3,homemaker,False
C01658,Rehaan Sem,Panipat,700001,1,salaried,True
C01659,Warda Hans,Raurkela Industrial Township,500003,4,homemaker,False
C01660,Isaiah Choudhry,Surendranagar Dudhrej,226001,1,homemaker,True
C01661,Xalak Butala,Jabalpur,500003,4,business,False
C01662,Mitesh Sampath,Thane,110002,1,salaried,False
C01663,Aadi Aurora,South Dumdum,600001,7,salaried,False
C01664,Adya Tak,Arrah,560001,3,salaried,True
C01665,Mason Kaur,Bhimavaram,110002,3,salaried,False
C01666,Manbir Anne,Kalyan-Dombivli,600002,1,salaried,False
C01667,Radha Walia,Kochi,110002,7,homemaker,False
C01668,Upma Chandran,Thiruvananthapuram,500003,2,salaried,False
C01669,Gauri Srinivasan,Unnao,500002,3,student,False
C01670,Inaya Grover,Bhalswa Jahangir Pur,110001,4,salaried,False
C01671,Qarin Pillay,Jalna,500002,4,business,False
C01672,Yasti Guha,Tiruchirappalli,500003,5,homemaker,False
C01673,William Tank,Chandigarh,110001,6,salaried,False
C01674,Wridesh Handa,Guwahati,600002,7,salaried,False
C01675,Sai Kaul,Dindigul,560001,6,business,True
C01676,Logan Ramesh,Tezpur,700001,6,student,True
C01677,Zaid Atwal,Khora ,500003,4,business,False
C01678,Gautami Nayar,Rourkela,226001,5,salaried,True
C01679,Zilmil Dutt,Tiruchirappalli,500003,6,salaried,False
C01680,Chameli Saha,Bhind,500003,6,homemaker,False
C01681,Xiti Walla,Bongaigaon,110001,1,homemaker,False
C01682,Amaira Mammen,Patna,500001,1,business,False
C01683,Pahal Jha,Kolhapur,110002,1,student,False
C01684,Ridhi Bedi,Bihar Sharif,500001,2,business,False
C01685,Ekaja Bhargava,Sikar,600002,6,salaried,False
C01686,Arunima Edwin,Nagpur,226001,2,salaried,True
C01687,Adya Vohra,Bokaro,560001,5,salaried,True
C01688,Lakshit Apte,Kavali,600001,7,business,False
C01689,Chakrika Krish,Muzaffarnagar,600002,4,salaried,False
C01690,Sathvik Koshy,Berhampur,600001,6,salaried,False
C01691,Yahvi Upadhyay,Aurangabad,600001,4,student,False
C01692,Qabil Agate,Bahraich,560001,7,business,True
C01693,Zinal Muni,Faridabad,500002,1,business,False
C01694,Sarthak Mital,Gorakhpur,500001,6,homemaker,False
C01695,Omkaar Walia,Kumbakonam,500003,3,salaried,False
C01696,Xavier Gaba,Haridwar,700001,2,business,True
C01697,Ganga Peri,South Dumdum,600001,2,student,False
C01698,Faqid Ramakrishnan,Aizawl,226001,6,business,True
C01699,Caleb Bava,Kalyan-Dombivli,600002,7,salaried,False
C01700,Baghyawati Warrior,Latur,500002,1,salaried,False
C01701,Krishna Menon,Dewas,600001,2,homemaker,False
C01702,Nilima Chopra,Bhiwani,500002,1,business,False
C01703,Kamya Devi,Proddatur,500002,5,homemaker,False
C01704,Vamakshi Nair,Tiruppur,600001,4,business,False
C01705,Darika Subramanian,Phusro,110001,7,business,False
C01706,Bachittar Rau,Nadiad,110002,3,student,False
C01707,Chanchal Anand,Srinagar,226001,4,business,True
C01708,Bishakha Venkatesh,Karawal Nagar,500003,4,salaried,False
C01709,Darsh Patil,Avadi,500003,5,business,False
C01710,Gaurang Chandran,Shimoga,226001,2,student,True
C01711,Ethan Kapur,Bally,110001,3,salaried,False
C01712,Chasmum Bajwa,Jamalpur,500003,2,salaried,False
C01713,Fitan Master,Nashik,500002,6,salaried,False
C01714,Oeshi Ramachandran,Tirunelveli,560001,4,homemaker,True
C01715,Kalpit Solanki,Panvel,600002,6,salaried,False
C01716,Sara Chokshi,Ujjain,500001,1,business,False
C01717,Tanish Dugar,Bhalswa Jahangir Pur,500003,4,salaried,False
C01718,Hema Kar,Ambarnath,226001,2,salaried,True
C01719,Niharika Dada,Dhanbad,560001,4,business,True
C01720,Yutika Sethi,Delhi,600001,1,salaried,False
C01721,Garima Sodhi,Sonipat,110002,5,business,False
C01722,Madhav Chaudhry,Durgapur,226001,6,student,True
C01723,Faqid Dey,Hospet,500002,6,student,False
C01724,Tejas Bhatti,Kakinada,110002,2,salaried,False
C01725,Andrew Sekhon,Thiruvananthapuram,600002,4,homemaker,False
C01726,Oeshi Johal,Kumbakonam,600002,2,business,False
C01727,Varenya Murthy,Pali,110001,5,homemaker,False
C01728,Akshay Rai,Korba,700001,4,business,True
C01729,Lajita Shukla,Hosur,110001,4,business,False
C01730,Urvashi Patla,Shahjahanpur,560001,2,homemaker,True
C01731,Arjun Narasimhan,Dindigul,110002,2,homemaker,False
C01732,Baghyawati Walla,Jaipur,700001,1,salaried,True
C01733,Qarin Taneja,North Dumdum,600001,7,salaried,False
C01734,Viraj Natt,Bharatpur,500002,7,salaried,False
C01735,Qasim Shankar,Ambattur,110002,5,salaried,False
C01736,Adya Sibal,Jamnagar,110001,7,salaried,False
C01737,Waida Jha,Karnal,500001,1,salaried,False
C01738,Varenya Keer,Nagercoil,700001,6,homemaker,True
C01739,Mitali Nigam,Bettiah,700001,4,salaried,True
C01740,Yashvi Dey,Munger,500002,2,business,False
C01741,Kashvi Kumer,Ballia,500003,4,salaried,False
C01742,Patrick Sanghvi,Ulhasnagar,600002,4,salaried,False
C01743,Nidhi Kannan,Secunderabad,600002,3,salaried,False
C01744,Ranbir Krishnamurthy,Allahabad,500001,6,salaried,False
C01745,Damyanti Gill,Gulbarga,560001,3,student,True
C01746,Gauri Bhakta,Korba,560001,7,homemaker,True
C01747,Garima Bahl,Bhiwani,600001,4,salaried,False
C01748,Aachal Sehgal,Vijayanagaram,110002,2,business,False
C01749,Dhriti Dhillon,Nandyal,226001,4,business,True
C01750,Yashodhara Talwar,Kozhikode,500003,6,homemaker,False
C01751,Forum Narasimhan,Parbhani,110001,3,student,False
C01752,Urvashi Ganesh,Bilaspur,226001,2,business,True
C01753,Varsha Krishna,South Dumdum,226001,4,business,True
C01754,Farhan Sastry,Thane,700001,5,student,True
C01755,Lopa Ramesh,Serampore,500001,6,salaried,False
